Date,Open,High,Low,Close,Adj Close,Volume
2013-12-19,6.53846,7.22308,6.43077,6.830769999999999,5.941432,360705684.0
2013-12-20,6.15385,6.284619999999999,6.14615,6.14615,5.345946,43048959.0
2013-12-23,5.5307699999999995,6.01538,5.5307699999999995,5.69231,4.951194,196904844.0
2013-12-24,5.60769,5.8384599999999995,5.47692,5.79231,5.038175,157016965.0
2013-12-25,5.669230000000001,5.81538,5.6,5.64615,4.911044,109524786.0
2013-12-26,5.576919999999999,5.75385,5.4692300000000005,5.54615,4.824064,91285173.0
2013-12-27,5.49231,5.715380000000001,5.4692300000000005,5.6,4.870902,86890305.0
2013-12-30,5.62308,5.65385,5.29231,5.32308,4.6300360000000005,111666978.0
2013-12-31,5.23077,5.29231,5.11538,5.2,4.522981,80205766.0
2014-01-02,5.2,5.30769,5.18462,5.24615,4.563122,57908754.0
2014-01-03,5.215380000000001,5.24615,5.0307699999999995,5.17692,4.502905999999999,78897455.0
2014-01-06,5.14615,5.35385,5.12308,5.20769,4.529669,74047559.0
2014-01-07,5.17692,5.2,5.06154,5.13846,4.469453,40735534.0
2014-01-08,5.11538,5.31538,5.0923099999999994,5.18462,4.509604,61018662.0
2014-01-09,5.13846,5.2,4.98462,5.02308,4.369095,56027518.0
2014-01-10,4.99231,5.06154,4.86923,4.923080000000001,4.282115,51137272.0
2014-01-13,4.93077,4.9692300000000005,4.669230000000001,4.7,4.088078,55118432.0
2014-01-14,4.68462,4.74615,4.62308,4.72308,4.108154,43961061.0
2014-01-15,4.73077,4.73077,4.62308,4.65385,4.047937999999999,37864964.0
2014-01-16,4.6615400000000005,5.12308,4.64615,4.9692300000000005,4.322255999999999,121274509.0
2014-01-17,4.86923,4.93077,4.70769,4.73077,4.1148419999999994,68332571.0
2014-01-20,4.68462,4.8,4.6615400000000005,4.72308,4.108154,30105434.0
2014-01-21,4.7,4.91538,4.7,4.81538,4.188437,47796029.0
2014-01-22,4.76923,4.97692,4.75385,4.923080000000001,4.282115,61192235.0
2014-01-23,4.9,4.9076900000000006,4.80769,4.8384599999999995,4.208512000000001,48240276.0
2014-01-24,4.82308,4.95385,4.8,4.9,4.26204,52074970.0
2014-01-27,4.85385,4.87692,4.715380000000001,4.73846,4.121531,46557096.0
2014-01-28,4.8,5.05385,4.76154,4.9076900000000006,4.268729,77364314.0
2014-01-29,4.86923,4.923080000000001,4.8,4.85385,4.221898,43557335.0
2014-01-30,4.8384599999999995,4.8384599999999995,4.73846,4.76923,4.148295,22277523.0
2014-02-07,4.76923,4.76923,4.6615400000000005,4.76923,4.148295,22660054.0
2014-02-10,4.79231,4.9,4.75385,4.88462,4.248662,45111999.0
2014-02-11,4.87692,4.95385,4.80769,4.9,4.26204,61216126.0
2014-02-12,4.9,5.05385,4.85385,4.99231,4.342331,71678374.0
2014-02-13,4.93846,4.98462,4.830769999999999,4.8384599999999995,4.208512000000001,50991951.0
2014-02-14,4.8384599999999995,4.91538,4.81538,4.9,4.26204,30856314.0
2014-02-17,4.94615,5.11538,4.93077,5.08462,4.422623000000001,71712928.0
2014-02-18,5.076919999999999,5.35385,4.99231,5.215380000000001,4.536358,115484394.0
2014-02-19,5.15385,5.284619999999999,5.076919999999999,5.15385,4.482839,63839131.0
2014-02-20,5.14615,5.34615,5.13846,5.18462,4.509604,66194751.0
2014-02-21,5.169230000000001,5.169230000000001,5.0,5.05385,4.395859,47801889.0
2014-02-24,5.02308,5.04615,4.9,4.96154,4.315567,29962587.0
2014-02-25,4.97692,5.03846,4.7,4.77692,4.154984,39112109.0
2014-02-26,4.76923,4.8,4.69231,4.79231,4.168371,25280648.0
2014-02-27,4.81538,5.05385,4.74615,4.98462,4.335643,56390418.0
2014-02-28,4.93077,5.04615,4.9076900000000006,5.0307699999999995,4.3757839999999995,41493817.0
2014-03-03,5.00769,5.18462,4.98462,5.05385,4.395859,43885451.0
2014-03-04,5.01538,5.1,4.93077,5.02308,4.369095,32094431.0
2014-03-05,5.03846,5.14615,4.95385,5.06923,4.409237,42080172.0
2014-03-06,5.0307699999999995,5.06154,4.9692300000000005,5.01538,4.362398000000001,26384439.0
2014-03-07,5.01538,5.06923,4.84615,4.86923,4.235276,29565873.0
2014-03-10,4.80769,4.80769,4.68462,4.69231,4.08139,27223193.0
2014-03-11,4.65385,4.74615,4.62308,4.72308,4.108154,18061620.0
2014-03-12,4.74615,4.74615,4.64615,4.70769,4.094768,15084701.0
2014-03-13,4.715380000000001,4.82308,4.715380000000001,4.784619999999999,4.161682,21644527.0
2014-03-14,4.73846,4.75385,4.69231,4.715380000000001,4.101457,12825697.0
2014-03-17,4.715380000000001,4.75385,4.7,4.75385,4.134918,12406373.0
2014-03-18,4.75385,4.84615,4.73846,4.8,4.17506,21144772.0
2014-03-19,4.79231,4.8,4.715380000000001,4.76154,4.141607,15238786.0
2014-03-20,4.76154,4.77692,4.63846,4.64615,4.04124,19742124.0
2014-03-21,4.63077,4.77692,4.61538,4.76154,4.141607,20260860.0
2014-03-24,4.81538,4.8384599999999995,4.75385,4.79231,4.168371,21773790.0
2014-03-25,4.8,4.94615,4.76154,4.85385,4.221898,37832079.0
2014-03-26,4.830769999999999,4.86923,4.77692,4.8,4.17506,18960556.0
2014-03-27,4.79231,4.79231,4.715380000000001,4.73077,4.1148419999999994,16950687.0
2014-03-28,4.74615,4.77692,4.70769,4.73846,4.121531,12749334.0
2014-03-31,4.77692,4.86154,4.76923,4.784619999999999,4.161682,23605431.0
2014-04-01,4.77692,4.8384599999999995,4.75385,4.80769,4.181748000000001,13820278.0
2014-04-02,4.82308,4.830769999999999,4.784619999999999,4.80769,4.181748000000001,15277288.0
2014-04-03,4.80769,4.81538,4.75385,4.76923,4.148295,13698458.0
2014-04-04,4.75385,4.8,4.74615,4.8,4.17506,10467761.0
2014-04-08,4.8,4.86154,4.77692,4.86154,4.228587,23735803.0
2014-04-09,4.86154,4.86923,4.81538,4.84615,4.215201,18182008.0
